title,director,budget,gross,language,country,year,runtime,actors
Nine Dead,Chris Shadley,2000000,0,en,US,2010,98,"Melissa Joan Hart, John Terry, Chip Bent"
"To Be Frank, Sinatra at 100",Simon Napier-Bell,0,0,en,US,2015,81,"Tony Oppedisano, Frank Sinatra, Alice Cooper"
Bananas,Woody Allen,2000000,11833696,en,US,1971,82,"Woody Allen, Louise Lasser, Carlos Montalbán"
Supercapitalist,Simon Yin,500000,15919,en,US,2012,103,"Linus Roache, Derek Ting, Richard Ng Yiu-Hon"
Rockaway,John J. Budion,0,0,en,US,2019,90,"Keidrich Sellati, Maxwell Apple, James DiGiacomo"
Wings,William A. Wellman,2000000,3600000,en,US,1927,144,"Clara Bow, Charles ""Buddy"" Rogers, Richard Arlen"
No Man's Land: The Rise of Reeker,Dave Payne,2000000,0,en,US,2008,88,"Stephen Martines, Valerie Cruz, Mircea Monroe"
Highway,James Cox,14000000,0,en,US,2002,97,"Jared Leto, Selma Blair, Jake Gyllenhaal"
Small Apartments,Jonas Åkerlund,2000000,0,en,US,2012,96,"Matt Lucas, Juno Temple, James Caan"
Coffee Town,Brad Copeland,2000000,0,en,US,2013,87,"Glenn Howerton, Steve Little, Ben Schwartz"
All Is Bright,Phil Morrison,10000000,0,en,US,2013,107,"Paul Giamatti, Paul Rudd, Sally Hawkins"
The Torture Chamber of Dr. Sadism,Harald Reinl,0,0,de,DE,1967,85,"Lex Barker, Karin Dor, Christopher Lee"
Straight A's,Vanessa Parise,0,0,en,US,2017,87,"Haley Pullos, Sasha Clements, Judd Nelson"
A Funny Thing Happened on the Way to the Forum,Richard Lester,0,0,en,US,1966,99,"Zero Mostel, Jack Gilford, Phil Silvers"
Slacker Uprising,Michael Moore,0,0,en,US,2007,97,"Joan Baez, Roseanne Barr, Michael Moore"
The Legend of Hell's Gate: An American Conspiracy,Tanner Beard,0,0,en,US,2011,108,"Eric Balfour, Lou Taylor Pucci, Henry Thomas"
The Walking Deceased,Scott Dow,0,0,en,US,2015,90,"Tim Ogletree, Joey Oglesby, Dave Sheridan"
The Curse of Downers Grove,Derick Martini,2000000,0,en,US,2015,89,"Bella Heathcote, Lucas Till, Helen Slater"
Shark Lake,Jerry Dugan,2000000,0,en,US,2015,92,"Dolph Lundgren, Sara Malakul Lane, Lily Brooks O'Briant"
The Marine 4: Moving Target,William Kaufman,1950000,0,en,US,2015,90,"Mike Mizanin, Danielle Moinet, Atlin Mitchell"
Submarine,Richard Ayoade,0,864659,en,GB,2011,97,"Noah Taylor, Paddy Considine, Craig Roberts"
The Square,Jehane Noujaim,0,0,ar,EG,2013,88,"Khalid Abdalla, Dina Abd Allah, Dina Amer"
ABCD (Any Body Can Dance),Remo D'Souza,0,222000,hi,IN,2013,136,"Prabhu Deva, Ganesh Acharya, Kay Kay Menon"
Abandoned,Spencer Squire,0,60500,en,US,2022,102,"Emma Roberts, John Gallagher Jr., Michael Shannon"
Nowhere Boy,Sam Taylor-Johnson,1500000,6577779,en,CA,2009,98,"Aaron Taylor-Johnson, Anne-Marie Duff, Kristin Scott Thomas"
A Streetcar Named Desire,Elia Kazan,1800000,8000000,en,US,1951,125,"Vivien Leigh, Marlon Brando, Kim Hunter"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,1800000,9500000,en,GB,1964,95,"Peter Sellers, George C. Scott, Sterling Hayden"
Battle for the Planet of the Apes,J. Lee Thompson,1700000,8844595,en,US,1973,93,"Roddy McDowall, Natalie Trundy, Austin Stoker"
Higher Ground,Vera Farmiga,2000000,841733,en,US,2011,109,"Vera Farmiga, Donna Murphy, Dagmara Dominczyk"
Vaalu,Vijay Chandar,0,0,ta,IN,2015,155,"Silambarasan, Hansika Motwani, Santhanam"
The Greatest Movie Ever Sold,Morgan Spurlock,0,621951,en,US,2011,87,"Morgan Spurlock, Peter Berg, Paul Brennan"
Ed and His Dead Mother,Jonathan Wacks,0,0,en,US,1993,93,"Steve Buscemi, Ned Beatty, John Glover"
Travelers and Magicians,Khyentse Norbu,0,0,dz,BT,2003,108,"Tshewang Dendup, Sonam Lhamo, Dasho Adab Sangye"
Hang 'Em High,Ted Post,1800000,6800000,en,US,1968,114,"Clint Eastwood, Inger Stevens, Ed Begley"
Deadline - U.S.A.,Richard Brooks,0,0,en,US,1952,87,"Humphrey Bogart, Ethel Barrymore, Kim Hunter"
Sublime,Tony Krantz,0,0,en,US,2007,113,"Tom Cavanagh, Jeffrey Anderson-Gunter, Cas Anvar"
A Beginner's Guide to Snuff,Mitchell Altieri,0,0,en,US,2016,87,"Joey Kern, Luke Edwards, Bree Williamson"
Independence Daysaster,W.D. Hogan,1800000,0,en,CA,2013,86,"Casey Dubois, Iain Belcher, Andrea Brooks"
Dysfunctional Friends,Corey Grant,1800000,0,en,US,2012,101,"Stacey Dash, Reagan Gomez-Preston, Wesley Jonathan"
Against the Wild,Richard Boddington,1493619,0,en,CA,2013,90,"Natasha Henstridge, CJ Adams, Erin Pitt"
Living Dark: The Story of Ted the Caver,David Hunt,0,0,en,US,2013,97,"Chris Cleveland, Matthew Alan, Mark Hayter"
Under the Same Moon,Patricia Riggen,0,23311391,es,MX,2007,106,"Adrian Alonso, Kate del Castillo, Eugenio Derbez"
Conquest of the Planet of the Apes,J. Lee Thompson,1700000,9700000,en,US,1972,88,"Roddy McDowall, Don Murray, Ricardo Montalban"
You Can't Take It with You,Frank Capra,1644736,7433101,en,US,1938,126,"Jean Arthur, James Stewart, Lionel Barrymore"
From Here to Eternity,Fred Zinnemann,1650000,30500000,en,US,1953,118,"Burt Lancaster, Montgomery Clift, Deborah Kerr"
She Wore a Yellow Ribbon,John Ford,1600000,5400000,en,US,1949,104,"John Wayne, Joanne Dru, John Agar"
Grace Unplugged,Brad J. Silverman,0,0,en,US,2013,102,"AJ Michalka, James Denton, Kevin Pollak"
Foolish,Dave Meyers,0,6033999,en,US,1999,84,"Master P, Eddie Griffin, Amie Petersen"
N-Secure,David M. Matthews,0,2592808,en,US,2010,105,"Cordell Moore, Essence Atkins, Denise Boutte"
Out of the Dark,Lluís Quílez,0,0,en,US,2014,92,"Julia Stiles, Scott Speedman, Stephen Rea"
The Bubble,Judd Apatow,0,0,en,US,2022,127,"Karen Gillan, Iris Apatow, Fred Armisen"
The Conversation,Francis Ford Coppola,1600000,4794457,en,US,1974,114,"Gene Hackman, John Cazale, Allen Garfield"
Dil Jo Bhi Kahey...,Romesh Sharma,0,0,hi,IN,2006,144,"Amitabh Bachchan, Revathi, Karan Sharma"
Cabin Fever,Travis Zariwny,0,0,en,US,2016,99,"Teresa Decher, Samuel Davis, Nadine Crocker"
Mr. Smith Goes to Washington,Frank Capra,1500000,9600000,en,US,1939,129,"James Stewart, Jean Arthur, Claude Rains"
Kids,Larry Clark,1500000,20412216,en,US,1995,91,"Leo Fitzpatrick, Justin Pierce, Chloë Sevigny"
"A Woman, a Gun and a Noodle Shop",Zhang Yimou,0,0,zh,CN,2009,95,"Sun Honglei, Xiao Shenyang, Yan Ni"
Kickboxer: Vengeance,John Stockwell,17000000,0,en,US,2016,90,"Alain Moussi, Dave Bautista, Sara Malakul Lane"
Spellbound,Vicky Jenson,0,0,en,US,2024,111,"Rachel Zegler, Miguel Bernardeau, Giovanna Bush"
Repo Man,Alex Cox,1500000,2300000,en,US,1984,92,"Emilio Estevez, Harry Dean Stanton, Tracey Walter"
The Gatekeepers,N/A,0,0,en,US,,0,
Snow Angels,David Gordon Green,0,414404,en,US,2007,106,"Kate Beckinsale, Sam Rockwell, Michael Angarano"
Unsullied,Simeon Rice,0,0,en,US,2015,93,"Rusty Joiner, Murray Gray, James Gaudioso"
