title,director,budget,gross,language,country,year,runtime,actors
Dum Maaro Dum,Rohan Sippy,4800000,8400000,hi,IN,2011,130,"Abhishek Bachchan, Bipasha Basu, Rana Daggubati"
The Return of the Pink Panther,Blake Edwards,5000000,41833347,en,GB,1975,113,"Peter Sellers, Christopher Plummer, Catherine Schell"
"20,000 Leagues Under the Sea",Richard Fleischer,5000000,28200000,en,US,1954,127,"Kirk Douglas, James Mason, Paul Lukas"
The Elephant Man,David Lynch,5000000,26000000,en,US,1980,124,"Anthony Hopkins, John Hurt, Anne Bancroft"
The Man from Snowy River,George T. Miller,3500000,20659423,en,AU,1982,104,"Tom Burlinson, Sigrid Thornton, Terence Donovan"
Mommie Dearest,Frank Perry,5000000,19032261,en,US,1981,128,"Faye Dunaway, Diana Scarwid, Steve Forrest"
Race,Stephen Hopkins,5000000,24804129,en,CA,2016,134,"Stephan James, Jason Sudeikis, Eli Goree"
The Egyptian,Michael Curtiz,5000000,15000000,en,US,1954,139,"Edmund Purdom, Victor Mature, Peter Ustinov"
Nighthawks,Bruce Malmuth,5000000,19905359,en,US,1981,99,"Sylvester Stallone, Billy Dee Williams, Rutger Hauer"
The Beastmaster,Don Coscarelli,8000000,14056528,en,US,1982,118,"Marc Singer, Tanya Roberts, Rip Torn"
Solomon and Sheba,King Vidor,5000000,12200000,en,US,1959,139,"Yul Brynner, Gina Lollobrigida, George Sanders"
Fifty Shades of Black,Michael Tiddes,20000000,21164799,en,US,2016,92,"Marlon Wayans, Kali Hawk, Fred Willard"
A Farewell to Arms,Frank Borzage,0,0,en,US,1932,89,"Helen Hayes, Gary Cooper, Adolphe Menjou"
The Perfect Match,Bille Woodruff,0,0,en,US,2016,96,"Terrence J, Paula Patton, Kali Hawk"
Robin and Marian,Richard Lester,5000000,0,en,US,1976,106,"Sean Connery, Audrey Hepburn, Robert Shaw"
Force 10 from Navarone,Guy Hamilton,5000000,7230000,en,GB,1978,114,"Robert Shaw, Harrison Ford, Barbara Bach"
Grandma's Boy,Fred C. Newmeyer,0,0,en,US,1922,56,"Harold Lloyd, Mildred Davis, Anna Townsend"
Once Upon a Time in the West,Sergio Leone,5000000,5380118,it,IT,1968,166,"Claudia Cardinale, Henry Fonda, Jason Robards"
Keeping Up with the Steins,Scott Marshall,0,0,en,US,2006,90,"Daryl Sabara, Jami Gertz, Jeremy Piven"
Sea Rex 3D: Journey to a Prehistoric World,Ronan Chapalain,5000000,4074023,en,US,2010,41,"Guillaume Denaiffe, Norbert Ferrer, Chloé Hollings"
Jekyll and Hyde... Together Again,Jerry Belson,0,0,en,US,1982,87,"Mark Blankfield, Bess Armstrong, Krista Errickson"
The Oh in Ohio,Billy Kent,5000000,648183,en,US,2006,88,"Parker Posey, Paul Rudd, Mischa Barton"
Atlas Shrugged: Who Is John Galt?,J. James Manera,5000000,846704,en,US,2014,99,"Kristoffer Polaha, Laura Regan, Greg Germann"
"Gandhi, My Father",Feroz Abbas Khan,0,0,hi,IN,2007,136,"Darshan Jariwala, Akshaye Khanna, Bhumika Chawla"
Standard Operating Procedure,Errol Morris,0,322323,en,US,2008,117,"Javal Davis, Ken Davis, Tony Diaz"
Out of the Blue,Neil LaBute,0,0,en,US,2022,105,"Diane Kruger, Ray Nicholson, Hank Azaria"
Tucker and Dale vs Evil,Eli Craig,5000000,5224938,en,CA,2010,89,"Tyler Labine, Alan Tudyk, Katrina Bowden"
Tycoon,Richard Wallace,0,0,en,US,1947,128,"John Wayne, Laraine Day, Cedric Hardwicke"
Decoys,Matthew Hastings,5000000,0,en,US,2004,95,"Kim Poirier, Stefanie von Pfetten, Elias Toufexis"
The Visit,M. Night Shyamalan,5000000,98450062,en,US,2015,94,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan"
Saving Grace,Robert M. Young,0,18209,en,US,1986,112,"Tom Conti, Fernando Rey, Erland Josephson"
Area 51,Oren Peli,5000000,7556,en,US,2015,91,"Frank Novak, Reid Warner, Darrin Bragg"
Sleep Tight,Jaume Balagueró,5000000,8791590,es,ES,2011,101,"Luis Tosar, Marta Etura, Alberto San Juan"
The Cottage,Paul Andrew Williams,0,0,en,GB,2008,92,"Andy Serkis, Reece Shearsmith, Jennifer Ellison"
Dead Like Me: Life After Death,Stephen Herek,5000000,0,en,US,2009,87,"Ellen Muth, Jasmine Guy, Callum Blue"
Farce of the Penguins,Bob Saget,0,0,en,US,2006,80,"Samuel L. Jackson, Alyson Hannigan, Bob Saget"
Flying By,Jim Amatulli,0,0,en,US,2009,95,"Billy Ray Cyrus, Heather Locklear, Ahnaise Christmas"
Psych,Naoyoshi Shiotani,0,0,ja,JP,2019,60,"Kenji Nojima, Tomokazu Seki, Kana Hanazawa"
Rudderless,William H. Macy,5000000,58293,en,US,2014,105,"Billy Crudup, Anton Yelchin, Felicity Huffman"
Henry & Me,Laurence Olivier,0,0,en,GB,1944,137,"Laurence Olivier, Renée Asherson, Ralph Truman"
Christmas Eve,Mitch Davis,0,0,en,US,2015,95,"Patrick Stewart, Cheryl Hines, Gary Cole"
We Have Your Husband,Eric Bross,0,0,en,US,2011,89,"Teri Polo, Esai Morales, Nicholas Gonzalez"
Dying of the Light,Paul Schrader,15000000,0,en,US,2014,94,"Nicolas Cage, Anton Yelchin, Alexander Karim"
Born of War,Vicky Jewson,0,0,en,US,2013,109,"James Frain, Sofia Black-D'Elia, Lydia Leonard"
Capricorn One,Peter Hyams,5000000,12000000,en,US,1977,123,"Elliott Gould, James Brolin, Brenda Vaccaro"
Should've Been Romeo,Marcia Bennett,0,0,en,US,2012,0,"Paul Ben-Victor, Ed Asner, Jordenn Thompson"
Running Forever,Dan Garcia,5000000,0,en,US,2015,88,"Martin Kove, Jaimie Steck, Mike Mayhall"
Yoga Hosers,Kevin Smith,5000000,0,en,US,2016,88,"Lily-Rose Depp, Harley Quinn Smith, Natasha Lyonne"
Navy Seals vs. Zombies,Stanton Barrett,1181389,56191,en,US,2016,97,"Ed Quinn, Michael Dudikoff, Rick Fox"
Soul Kitchen,Fatih Akin,4000000,18164139,de,DE,2009,99,"Adam Bousdoukos, Birol Ünel, Moritz Bleibtreu"
The Awakening,Nick Murphy,4798235,6879667,en,GB,2011,107,"Rebecca Hall, Dominic West, Imelda Staunton"
Driving Lessons,Jeremy Brock,0,0,en,GB,2006,98,"Laura Linney, Rupert Grint, Julie Walters"
Let's Kill Ward's Wife,Scott Foley,5000000,0,en,US,2014,81,"Donald Faison, Dagmara Dominczyk, Patrick Wilson"
Pat Garrett & Billy the Kid,Sam Peckinpah,4638783,11000000,en,US,1973,115,"James Coburn, Kris Kristofferson, Richard Jaeckel"
Camping sauvage,Christophe Ali,0,0,fr,FR,2005,80,"Denis Lavant, Isild Le Besco, Pascal Bongard"
Without Men,Gabriela Tagliavini,4,0,en,US,2011,83,"Eva Longoria, Christian Slater, Óscar Núñez"
Barfi,Anurag Basu,4437508,2804874,hi,IN,2012,151,"Ranbir Kapoor, Priyanka Chopra Jonas, Ileana D'Cruz"
Dear Frankie,Shona Auerbach,0,1656829,en,GB,2004,105,"Gerard Butler, Emily Mortimer, Jack McElhone"
All Hat,Leonard Farlinger,0,0,en,CA,2007,89,"Luke Kirby, Keith Carradine, Noam Jenkins"
Treading Water,Analeine Cal y Mayor,4700000,0,en,CA,2013,92,"Douglas Smith, Zoë Kravitz, Carrie-Anne Moss"
Out of the Blue,Neil LaBute,0,0,en,US,2022,105,"Diane Kruger, Ray Nicholson, Hank Azaria"
The Blue Lagoon,Randal Kleiser,4500000,58853106,en,US,1980,104,"Brooke Shields, Christopher Atkins, Leo McKern"
Fast Times at Ridgemont High,Amy Heckerling,4500000,27100000,en,US,1982,90,"Sean Penn, Jennifer Jason Leigh, Judge Reinhold"
Moby Dick,John Huston,4500000,10400000,en,US,1956,116,"Gregory Peck, Richard Basehart, Leo Genn"
Secrets and Lies,Tiffany Edwards,100000,0,en,US,2019,154,"Kibwe Dorsey, Yavette Green, Andrew Dozier"
State Fair,Walter Lang,0,0,en,US,1945,100,"Jeanne Crain, Dana Andrews, Dick Haymes"
Salvador,Oliver Stone,4500000,1500000,en,GB,1986,123,"James Woods, Jim Belushi, Michael Murphy"
Moms' Night Out,Andrew Erwin,5000000,10429707,en,US,2014,98,"Sarah Drew, Sean Astin, Patricia Heaton"
Saving Private Perez,Beto Gómez,0,9330465,es,MX,2011,105,"Miguel Rodarte, Jesús Ochoa, Joaquín Cosío"
Life During Wartime,Todd Solondz,4500000,744816,en,US,2010,97,"Shirley Henderson, Michael Kenneth Williams, Ally Sheedy"
